event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
51,0,17,MTP_DRAFT,VERIFY,64,262223,,79,9.57847e+09,proposed 7-token block via MTP head
52,0,17,VERIFY,COMMIT,17504,262223,3,79,4.11874e+11,verify result: accepted-token KV + context carry
53,0,17,COMMIT,MTP_DRAFT,64,262226,3,82,0,loop continue
54,0,18,MTP_DRAFT,VERIFY,64,262226,,82,9.57852e+09,proposed 7-token block via MTP head
55,0,18,VERIFY,COMMIT,11296,262226,1,82,4.11876e+11,verify result: accepted-token KV + context carry
56,0,18,COMMIT,MTP_DRAFT,64,262227,1,83,0,loop continue
57,0,19,MTP_DRAFT,VERIFY,64,262227,,83,9.57854e+09,proposed 7-token block via MTP head
58,0,19,VERIFY,COMMIT,17504,262227,3,83,4.11877e+11,verify result: accepted-token KV + context carry
59,0,19,COMMIT,MTP_DRAFT,64,262230,3,86,0,loop continue
60,0,20,MTP_DRAFT,VERIFY,64,262230,,86,9.57859e+09,proposed 7-token block via MTP head
61,0,20,VERIFY,COMMIT,8192,262230,0,86,4.11879e+11,verify result: accepted-token KV + context carry
62,0,20,COMMIT,MTP_DRAFT,64,262230,0,86,0,loop continue
63,0,21,MTP_DRAFT,VERIFY,64,262230,,86,9.57859e+09,proposed 7-token block via MTP head
64,0,21,VERIFY,COMMIT,29920,262230,7,86,4.11879e+11,verify result: accepted-token KV + context carry
65,0,21,COMMIT,MTP_DRAFT,64,262237,7,93,0,loop continue
66,0,22,MTP_DRAFT,VERIFY,64,262237,,93,9.57871e+09,proposed 7-token block via MTP head
67,0,22,VERIFY,COMMIT,20608,262237,4,93,4.11884e+11,verify result: accepted-token KV + context carry
68,0,22,COMMIT,MTP_DRAFT,64,262241,4,97,0,loop continue
69,0,23,MTP_DRAFT,VERIFY,64,262241,,97,9.57878e+09,proposed 7-token block via MTP head
70,0,23,VERIFY,COMMIT,23712,262241,5,97,4.11887e+11,verify result: accepted-token KV + context carry
71,0,23,COMMIT,EXIT,0,262246,5,102,0,terminal condition (EOS / max length)
