event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
120,0,40,MTP_DRAFT,VERIFY,64,1048658,,82,2.32132e+10,proposed 7-token block via MTP head
121,0,40,VERIFY,COMMIT,8192,1048658,0,82,9.98168e+11,verify result: accepted-token KV + context carry
122,0,40,COMMIT,MTP_DRAFT,64,1048658,0,82,0,loop continue
123,0,41,MTP_DRAFT,VERIFY,64,1048658,,82,2.32132e+10,proposed 7-token block via MTP head
124,0,41,VERIFY,COMMIT,8192,1048658,0,82,9.98168e+11,verify result: accepted-token KV + context carry
125,0,41,COMMIT,MTP_DRAFT,64,1048658,0,82,0,loop continue
126,0,42,MTP_DRAFT,VERIFY,64,1048658,,82,2.32132e+10,proposed 7-token block via MTP head
127,0,42,VERIFY,COMMIT,29920,1048658,7,82,9.98168e+11,verify result: accepted-token KV + context carry
128,0,42,COMMIT,MTP_DRAFT,64,1048665,7,89,0,loop continue
129,0,43,MTP_DRAFT,VERIFY,64,1048665,,89,2.32133e+10,proposed 7-token block via MTP head
130,0,43,VERIFY,COMMIT,29920,1048665,7,89,9.98173e+11,verify result: accepted-token KV + context carry
131,0,43,COMMIT,MTP_DRAFT,64,1048672,7,96,0,loop continue
132,0,44,MTP_DRAFT,VERIFY,64,1048672,,96,2.32135e+10,proposed 7-token block via MTP head
133,0,44,VERIFY,COMMIT,11296,1048672,1,96,9.98178e+11,verify result: accepted-token KV + context carry
134,0,44,COMMIT,MTP_DRAFT,64,1048673,1,97,0,loop continue
135,0,45,MTP_DRAFT,VERIFY,64,1048673,,97,2.32135e+10,proposed 7-token block via MTP head
136,0,45,VERIFY,COMMIT,26816,1048673,6,97,9.98179e+11,verify result: accepted-token KV + context carry
137,0,45,COMMIT,EXIT,0,1048679,6,103,0,terminal condition (EOS / max length)
