event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
55,0,18,VERIFY,COMMIT,8192,524348,0,60,6.0729e+11,verify result: accepted-token KV + context carry
56,0,18,COMMIT,MTP_DRAFT,64,524348,0,60,0,loop continue
57,0,19,MTP_DRAFT,VERIFY,64,524348,,60,1.4123e+10,proposed 7-token block via MTP head
58,0,19,VERIFY,COMMIT,29920,524348,7,60,6.0729e+11,verify result: accepted-token KV + context carry
59,0,19,COMMIT,MTP_DRAFT,64,524355,7,67,0,loop continue
60,0,20,MTP_DRAFT,VERIFY,64,524355,,67,1.41232e+10,proposed 7-token block via MTP head
61,0,20,VERIFY,COMMIT,11296,524355,1,67,6.07296e+11,verify result: accepted-token KV + context carry
62,0,20,COMMIT,MTP_DRAFT,64,524356,1,68,0,loop continue
63,0,21,MTP_DRAFT,VERIFY,64,524356,,68,1.41232e+10,proposed 7-token block via MTP head
64,0,21,VERIFY,COMMIT,17504,524356,3,68,6.07296e+11,verify result: accepted-token KV + context carry
65,0,21,COMMIT,MTP_DRAFT,64,524359,3,71,0,loop continue
66,0,22,MTP_DRAFT,VERIFY,64,524359,,71,1.41232e+10,proposed 7-token block via MTP head
67,0,22,VERIFY,COMMIT,17504,524359,3,71,6.07298e+11,verify result: accepted-token KV + context carry
68,0,22,COMMIT,MTP_DRAFT,64,524362,3,74,0,loop continue
69,0,23,MTP_DRAFT,VERIFY,64,524362,,74,1.41233e+10,proposed 7-token block via MTP head
70,0,23,VERIFY,COMMIT,8192,524362,0,74,6.07301e+11,verify result: accepted-token KV + context carry
71,0,23,COMMIT,MTP_DRAFT,64,524362,0,74,0,loop continue
72,0,24,MTP_DRAFT,VERIFY,64,524362,,74,1.41233e+10,proposed 7-token block via MTP head
73,0,24,VERIFY,COMMIT,8192,524362,0,74,6.07301e+11,verify result: accepted-token KV + context carry
74,0,24,COMMIT,MTP_DRAFT,64,524362,0,74,0,loop continue
75,0,25,MTP_DRAFT,VERIFY,64,524362,,74,1.41233e+10,proposed 7-token block via MTP head
76,0,25,VERIFY,COMMIT,17504,524362,3,74,6.07301e+11,verify result: accepted-token KV + context carry
77,0,25,COMMIT,MTP_DRAFT,64,524365,3,77,0,loop continue
78,0,26,MTP_DRAFT,VERIFY,64,524365,,77,1.41233e+10,proposed 7-token block via MTP head
79,0,26,VERIFY,COMMIT,8192,524365,0,77,6.07303e+11,verify result: accepted-token KV + context carry
80,0,26,COMMIT,MTP_DRAFT,64,524365,0,77,0,loop continue
81,0,27,MTP_DRAFT,VERIFY,64,524365,,77,1.41233e+10,proposed 7-token block via MTP head
82,0,27,VERIFY,COMMIT,29920,524365,7,77,6.07303e+11,verify result: accepted-token KV + context carry
83,0,27,COMMIT,MTP_DRAFT,64,524372,7,84,0,loop continue
84,0,28,MTP_DRAFT,VERIFY,64,524372,,84,1.41235e+10,proposed 7-token block via MTP head
85,0,28,VERIFY,COMMIT,20608,524372,4,84,6.07308e+11,verify result: accepted-token KV + context carry
86,0,28,COMMIT,MTP_DRAFT,64,524376,4,88,0,loop continue
87,0,29,MTP_DRAFT,VERIFY,64,524376,,88,1.41235e+10,proposed 7-token block via MTP head
88,0,29,VERIFY,COMMIT,23712,524376,5,88,6.07311e+11,verify result: accepted-token KV + context carry
89,0,29,COMMIT,MTP_DRAFT,64,524381,5,93,0,loop continue
90,0,30,MTP_DRAFT,VERIFY,64,524381,,93,1.41236e+10,proposed 7-token block via MTP head
91,0,30,VERIFY,COMMIT,8192,524381,0,93,6.07315e+11,verify result: accepted-token KV + context carry
92,0,30,COMMIT,MTP_DRAFT,64,524381,0,93,0,loop continue
93,0,31,MTP_DRAFT,VERIFY,64,524381,,93,1.41236e+10,proposed 7-token block via MTP head
94,0,31,VERIFY,COMMIT,8192,524381,0,93,6.07315e+11,verify result: accepted-token KV + context carry
95,0,31,COMMIT,MTP_DRAFT,64,524381,0,93,0,loop continue
96,0,32,MTP_DRAFT,VERIFY,64,524381,,93,1.41236e+10,proposed 7-token block via MTP head
97,0,32,VERIFY,COMMIT,8192,524381,0,93,6.07315e+11,verify result: accepted-token KV + context carry
98,0,32,COMMIT,MTP_DRAFT,64,524381,0,93,0,loop continue
99,0,33,MTP_DRAFT,VERIFY,64,524381,,93,1.41236e+10,proposed 7-token block via MTP head
100,0,33,VERIFY,COMMIT,29920,524381,7,93,6.07315e+11,verify result: accepted-token KV + context carry
101,0,33,COMMIT,EXIT,0,524388,7,100,0,terminal condition (EOS / max length)
