event_id,request_id,iteration,src_task,dst_task,payload_bytes,L_context,k_accepted,cum_output_tokens,src_task_compute_flops,note
51,0,17,MTP_DRAFT,VERIFY,64,262188,,44,9.57786e+09,proposed 7-token block via MTP head
52,0,17,VERIFY,COMMIT,8192,262188,0,44,4.11848e+11,verify result: accepted-token KV + context carry
53,0,17,COMMIT,MTP_DRAFT,64,262188,0,44,0,loop continue
54,0,18,MTP_DRAFT,VERIFY,64,262188,,44,9.57786e+09,proposed 7-token block via MTP head
55,0,18,VERIFY,COMMIT,11296,262188,1,44,4.11848e+11,verify result: accepted-token KV + context carry
56,0,18,COMMIT,MTP_DRAFT,64,262189,1,45,0,loop continue
57,0,19,MTP_DRAFT,VERIFY,64,262189,,45,9.57788e+09,proposed 7-token block via MTP head
58,0,19,VERIFY,COMMIT,11296,262189,1,45,4.11848e+11,verify result: accepted-token KV + context carry
59,0,19,COMMIT,MTP_DRAFT,64,262190,1,46,0,loop continue
60,0,20,MTP_DRAFT,VERIFY,64,262190,,46,9.5779e+09,proposed 7-token block via MTP head
61,0,20,VERIFY,COMMIT,17504,262190,3,46,4.11849e+11,verify result: accepted-token KV + context carry
62,0,20,COMMIT,MTP_DRAFT,64,262193,3,49,0,loop continue
63,0,21,MTP_DRAFT,VERIFY,64,262193,,49,9.57795e+09,proposed 7-token block via MTP head
64,0,21,VERIFY,COMMIT,8192,262193,0,49,4.11851e+11,verify result: accepted-token KV + context carry
65,0,21,COMMIT,MTP_DRAFT,64,262193,0,49,0,loop continue
66,0,22,MTP_DRAFT,VERIFY,64,262193,,49,9.57795e+09,proposed 7-token block via MTP head
67,0,22,VERIFY,COMMIT,11296,262193,1,49,4.11851e+11,verify result: accepted-token KV + context carry
68,0,22,COMMIT,MTP_DRAFT,64,262194,1,50,0,loop continue
69,0,23,MTP_DRAFT,VERIFY,64,262194,,50,9.57797e+09,proposed 7-token block via MTP head
70,0,23,VERIFY,COMMIT,11296,262194,1,50,4.11852e+11,verify result: accepted-token KV + context carry
71,0,23,COMMIT,MTP_DRAFT,64,262195,1,51,0,loop continue
72,0,24,MTP_DRAFT,VERIFY,64,262195,,51,9.57798e+09,proposed 7-token block via MTP head
73,0,24,VERIFY,COMMIT,11296,262195,1,51,4.11853e+11,verify result: accepted-token KV + context carry
74,0,24,COMMIT,MTP_DRAFT,64,262196,1,52,0,loop continue
75,0,25,MTP_DRAFT,VERIFY,64,262196,,52,9.578e+09,proposed 7-token block via MTP head
76,0,25,VERIFY,COMMIT,8192,262196,0,52,4.11854e+11,verify result: accepted-token KV + context carry
77,0,25,COMMIT,MTP_DRAFT,64,262196,0,52,0,loop continue
78,0,26,MTP_DRAFT,VERIFY,64,262196,,52,9.578e+09,proposed 7-token block via MTP head
79,0,26,VERIFY,COMMIT,14400,262196,2,52,4.11854e+11,verify result: accepted-token KV + context carry
80,0,26,COMMIT,MTP_DRAFT,64,262198,2,54,0,loop continue
81,0,27,MTP_DRAFT,VERIFY,64,262198,,54,9.57803e+09,proposed 7-token block via MTP head
82,0,27,VERIFY,COMMIT,23712,262198,5,54,4.11855e+11,verify result: accepted-token KV + context carry
83,0,27,COMMIT,MTP_DRAFT,64,262203,5,59,0,loop continue
84,0,28,MTP_DRAFT,VERIFY,64,262203,,59,9.57812e+09,proposed 7-token block via MTP head
85,0,28,VERIFY,COMMIT,17504,262203,3,59,4.11859e+11,verify result: accepted-token KV + context carry
86,0,28,COMMIT,MTP_DRAFT,64,262206,3,62,0,loop continue
87,0,29,MTP_DRAFT,VERIFY,64,262206,,62,9.57817e+09,proposed 7-token block via MTP head
88,0,29,VERIFY,COMMIT,17504,262206,3,62,4.11861e+11,verify result: accepted-token KV + context carry
89,0,29,COMMIT,MTP_DRAFT,64,262209,3,65,0,loop continue
90,0,30,MTP_DRAFT,VERIFY,64,262209,,65,9.57823e+09,proposed 7-token block via MTP head
91,0,30,VERIFY,COMMIT,8192,262209,0,65,4.11863e+11,verify result: accepted-token KV + context carry
92,0,30,COMMIT,MTP_DRAFT,64,262209,0,65,0,loop continue
93,0,31,MTP_DRAFT,VERIFY,64,262209,,65,9.57823e+09,proposed 7-token block via MTP head
94,0,31,VERIFY,COMMIT,8192,262209,0,65,4.11863e+11,verify result: accepted-token KV + context carry
95,0,31,COMMIT,MTP_DRAFT,64,262209,0,65,0,loop continue
96,0,32,MTP_DRAFT,VERIFY,64,262209,,65,9.57823e+09,proposed 7-token block via MTP head
97,0,32,VERIFY,COMMIT,17504,262209,3,65,4.11863e+11,verify result: accepted-token KV + context carry
98,0,32,COMMIT,MTP_DRAFT,64,262212,3,68,0,loop continue
99,0,33,MTP_DRAFT,VERIFY,64,262212,,68,9.57828e+09,proposed 7-token block via MTP head
100,0,33,VERIFY,COMMIT,8192,262212,0,68,4.11866e+11,verify result: accepted-token KV + context carry
101,0,33,COMMIT,MTP_DRAFT,64,262212,0,68,0,loop continue
102,0,34,MTP_DRAFT,VERIFY,64,262212,,68,9.57828e+09,proposed 7-token block via MTP head
103,0,34,VERIFY,COMMIT,29920,262212,7,68,4.11866e+11,verify result: accepted-token KV + context carry
104,0,34,COMMIT,MTP_DRAFT,64,262219,7,75,0,loop continue
105,0,35,MTP_DRAFT,VERIFY,64,262219,,75,9.5784e+09,proposed 7-token block via MTP head
106,0,35,VERIFY,COMMIT,20608,262219,4,75,4.11871e+11,verify result: accepted-token KV + context carry
107,0,35,COMMIT,MTP_DRAFT,64,262223,4,79,0,loop continue
108,0,36,MTP_DRAFT,VERIFY,64,262223,,79,9.57847e+09,proposed 7-token block via MTP head
109,0,36,VERIFY,COMMIT,8192,262223,0,79,4.11874e+11,verify result: accepted-token KV + context carry
110,0,36,COMMIT,MTP_DRAFT,64,262223,0,79,0,loop continue
111,0,37,MTP_DRAFT,VERIFY,64,262223,,79,9.57847e+09,proposed 7-token block via MTP head
112,0,37,VERIFY,COMMIT,14400,262223,2,79,4.11874e+11,verify result: accepted-token KV + context carry
113,0,37,COMMIT,MTP_DRAFT,64,262225,2,81,0,loop continue
114,0,38,MTP_DRAFT,VERIFY,64,262225,,81,9.5785e+09,proposed 7-token block via MTP head
115,0,38,VERIFY,COMMIT,11296,262225,1,81,4.11875e+11,verify result: accepted-token KV + context carry
116,0,38,COMMIT,MTP_DRAFT,64,262226,1,82,0,loop continue
117,0,39,MTP_DRAFT,VERIFY,64,262226,,82,9.57852e+09,proposed 7-token block via MTP head
118,0,39,VERIFY,COMMIT,8192,262226,0,82,4.11876e+11,verify result: accepted-token KV + context carry
119,0,39,COMMIT,MTP_DRAFT,64,262226,0,82,0,loop continue
120,0,40,MTP_DRAFT,VERIFY,64,262226,,82,9.57852e+09,proposed 7-token block via MTP head
121,0,40,VERIFY,COMMIT,8192,262226,0,82,4.11876e+11,verify result: accepted-token KV + context carry
122,0,40,COMMIT,MTP_DRAFT,64,262226,0,82,0,loop continue
123,0,41,MTP_DRAFT,VERIFY,64,262226,,82,9.57852e+09,proposed 7-token block via MTP head
124,0,41,VERIFY,COMMIT,8192,262226,0,82,4.11876e+11,verify result: accepted-token KV + context carry
125,0,41,COMMIT,MTP_DRAFT,64,262226,0,82,0,loop continue
126,0,42,MTP_DRAFT,VERIFY,64,262226,,82,9.57852e+09,proposed 7-token block via MTP head
127,0,42,VERIFY,COMMIT,29920,262226,7,82,4.11876e+11,verify result: accepted-token KV + context carry
128,0,42,COMMIT,MTP_DRAFT,64,262233,7,89,0,loop continue
129,0,43,MTP_DRAFT,VERIFY,64,262233,,89,9.57864e+09,proposed 7-token block via MTP head
130,0,43,VERIFY,COMMIT,29920,262233,7,89,4.11881e+11,verify result: accepted-token KV + context carry
131,0,43,COMMIT,MTP_DRAFT,64,262240,7,96,0,loop continue
132,0,44,MTP_DRAFT,VERIFY,64,262240,,96,9.57876e+09,proposed 7-token block via MTP head
133,0,44,VERIFY,COMMIT,11296,262240,1,96,4.11886e+11,verify result: accepted-token KV + context carry
134,0,44,COMMIT,MTP_DRAFT,64,262241,1,97,0,loop continue
135,0,45,MTP_DRAFT,VERIFY,64,262241,,97,9.57878e+09,proposed 7-token block via MTP head
136,0,45,VERIFY,COMMIT,26816,262241,6,97,4.11887e+11,verify result: accepted-token KV + context carry
137,0,45,COMMIT,EXIT,0,262247,6,103,0,terminal condition (EOS / max length)
